Stimulus_Pair,response,correct,Block,phase,pers,delay,rpred,caseid
tools (3),m,1,3,train,0.0,2.0,3.0,18
tools (2),z,1,3,train,0.0,4.0,3.0,18
tools (2),z,1,3,train,0.0,1.0,4.0,18
tools (3),m,1,3,train,0.0,3.0,4.0,18
tools (1),z,1,3,train,0.0,5.0,4.0,18
tools (3),m,1,3,train,0.0,2.0,5.0,18
tools (2),z,1,3,train,0.0,4.0,5.0,18
tools (1),z,1,3,train,0.0,3.0,5.0,18
tools (1),z,1,3,train,0.0,1.0,6.0,18
tools (3),m,1,3,train,0.0,4.0,6.0,18
tools (2),z,1,3,train,0.0,4.0,6.0,18
tools (2),z,1,3,train,0.0,1.0,7.0,18
tools (3),m,1,3,train,0.0,3.0,7.0,18
tools (1),z,1,3,train,0.0,5.0,7.0,18
tools (3),m,1,3,train,0.0,2.0,8.0,18
tools (1),z,1,3,train,0.0,2.0,8.0,18
tools (2),z,1,3,train,0.0,5.0,8.0,18
tools (2),z,1,3,train,0.0,1.0,9.0,18
tools (3),m,1,3,train,0.0,4.0,9.0,18
tools (2),z,1,3,train,0.0,2.0,10.0,18
tools (1),z,1,3,train,0.0,5.0,9.0,18
tools (3),m,1,3,train,0.0,3.0,10.0,18
tools (1),z,1,3,train,0.0,2.0,10.0,18
clothes (6),m,0,6,train,0.0,0.0,0.0,18
clothes (1),m,1,6,train,0.0,0.0,0.0,18
clothes (5),m,1,6,train,0.0,0.0,0.0,18
clothes (4),z,1,6,train,0.0,0.0,0.0,18
clothes (2),z,0,6,train,0.0,0.0,0.0,18
clothes (3),z,1,6,train,0.0,0.0,0.0,18
clothes (3),z,1,6,train,0.0,1.0,1.0,18
clothes (6),z,1,6,train,0.0,0.0,0.0,18
clothes (4),z,1,6,train,0.0,5.0,1.0,18
clothes (5),m,1,6,train,0.0,7.0,1.0,18
clothes (1),z,0,6,train,0.0,9.0,1.0,18
clothes (2),z,0,6,train,1.0,0.0,0.0,18
clothes (1),z,0,6,train,1.0,11.0,1.0,18
clothes (3),z,1,6,train,0.0,7.0,2.0,18
clothes (2),z,0,6,train,1.0,0.0,0.0,18
clothes (6),z,1,6,train,0.0,8.0,1.0,18
clothes (5),m,1,6,train,0.0,7.0,2.0,18
clothes (4),z,1,6,train,0.0,9.0,2.0,18
clothes (5),m,1,6,train,0.0,2.0,3.0,18
clothes (2),m,1,6,train,0.0,0.0,0.0,18
clothes (6),z,1,6,train,0.0,5.0,2.0,18
clothes (1),m,1,6,train,0.0,20.0,1.0,18
clothes (4),z,1,6,train,0.0,5.0,3.0,18
clothes (3),z,1,6,train,0.0,10.0,3.0,18
clothes (6),z,1,6,train,0.0,4.0,3.0,18
clothes (5),m,1,6,train,0.0,7.0,4.0,18
clothes (2),z,0,6,train,1.0,7.0,1.0,18
clothes (3),z,1,6,train,0.0,4.0,4.0,18
clothes (4),z,1,6,train,0.0,6.0,4.0,18
clothes (1),m,1,6,train,0.0,8.0,2.0,18
clothes (6),z,1,6,train,0.0,6.0,4.0,18
clothes (3),z,1,6,train,0.0,4.0,5.0,18
clothes (4),z,1,6,train,0.0,4.0,5.0,18
clothes (1),m,1,6,train,0.0,4.0,3.0,18
clothes (2),z,0,6,train,1.0,15.0,1.0,18
clothes (5),m,1,6,train,0.0,10.0,5.0,18
clothes (2),z,0,6,train,1.0,17.0,1.0,18
clothes (3),z,1,6,train,0.0,6.0,6.0,18
clothes (5),m,1,6,train,0.0,3.0,6.0,18
clothes (4),z,1,6,train,0.0,7.0,6.0,18
clothes (1),m,1,6,train,0.0,7.0,4.0,18
clothes (6),z,1,6,train,0.0,11.0,5.0,18
clothes (2),m,1,6,train,0.0,23.0,1.0,18
clothes (1),z,0,6,train,1.0,3.0,5.0,18
clothes (4),z,1,6,train,0.0,5.0,7.0,18
clothes (3),z,1,6,train,0.0,8.0,7.0,18
clothes (5),m,1,6,train,0.0,8.0,7.0,18
clothes (6),z,1,6,train,0.0,6.0,6.0,18
clothes (3),z,1,6,train,0.0,3.0,8.0,18
clothes (2),m,1,6,train,0.0,7.0,2.0,18
clothes (6),z,1,6,train,0.0,3.0,7.0,18
clothes (1),m,1,6,train,0.0,11.0,5.0,18
clothes (4),z,1,6,train,0.0,8.0,8.0,18
clothes (5),m,1,6,train,0.0,7.0,8.0,18
clothes (2),m,1,6,train,0.0,5.0,3.0,18
clothes (6),z,1,6,train,0.0,5.0,8.0,18
clothes (3),z,1,6,train,0.0,8.0,9.0,18
clothes (1),m,1,6,train,0.0,6.0,6.0,18
clothes (4),z,1,6,train,0.0,6.0,9.0,18
clothes (5),m,1,6,train,0.0,6.0,9.0,18
clothes (3),z,1,6,train,0.0,4.0,10.0,18
clothes (5),m,1,6,train,0.0,2.0,10.0,18
clothes (2),m,1,6,train,0.0,8.0,4.0,18
clothes (6),z,1,6,train,0.0,8.0,9.0,18
clothes (1),m,1,6,train,0.0,7.0,7.0,18
clothes (4),z,1,6,train,0.0,7.0,10.0,18
clothes (5),m,1,6,train,0.0,5.0,11.0,18
clothes (2),m,1,6,train,0.0,5.0,5.0,18
clothes (1),m,1,6,train,0.0,4.0,8.0,18
clothes (4),z,1,6,train,0.0,4.0,11.0,18
clothes (3),z,1,6,train,0.0,10.0,11.0,18
clothes (6),z,1,6,train,0.0,8.0,10.0,18
clothes (5),m,1,6,train,0.0,6.0,12.0,18
clothes (1),m,1,6,train,0.0,5.0,9.0,18
clothes (2),m,1,6,train,0.0,7.0,6.0,18
clothes (4),z,1,6,train,0.0,6.0,12.0,18
clothes (3),z,1,6,train,0.0,6.0,12.0,18
clothes (6),z,1,6,train,0.0,6.0,11.0,18
face (1),m,0,3,train,0.0,0.0,0.0,18
face (2),m,0,3,train,0.0,0.0,0.0,18
face (3),z,0,3,train,0.0,0.0,0.0,18
face (1),z,1,3,train,0.0,0.0,0.0,18
face (3),m,1,3,train,0.0,0.0,0.0,18
face (2),z,1,3,train,0.0,0.0,0.0,18
face (2),z,1,3,train,0.0,1.0,1.0,18
face (3),m,1,3,train,0.0,3.0,1.0,18
face (1),z,1,3,train,0.0,5.0,1.0,18
face (1),z,1,3,train,0.0,1.0,2.0,18
face (2),z,1,3,train,0.0,4.0,2.0,18
face (3),m,1,3,train,0.0,4.0,2.0,18
face (1),z,1,3,train,0.0,3.0,3.0,18
face (3),z,0,3,train,1.0,2.0,3.0,18
face (2),z,1,3,train,0.0,4.0,3.0,18
face (2),z,1,3,train,0.0,1.0,4.0,18
face (3),z,0,3,train,1.0,5.0,3.0,18
face (1),z,1,3,train,0.0,5.0,4.0,18
face (3),m,1,3,train,0.0,7.0,3.0,18
face (2),z,1,3,train,0.0,4.0,5.0,18
face (1),z,1,3,train,0.0,3.0,5.0,18
face (1),z,1,3,train,0.0,1.0,6.0,18
face (3),m,1,3,train,0.0,4.0,4.0,18
face (2),z,1,3,train,0.0,4.0,6.0,18
face (2),z,1,3,train,0.0,1.0,7.0,18
face (3),m,1,3,train,0.0,3.0,5.0,18
face (1),z,1,3,train,0.0,5.0,7.0,18
face (3),m,1,3,train,0.0,2.0,6.0,18
face (1),z,1,3,train,0.0,2.0,8.0,18
face (2),z,1,3,train,0.0,5.0,8.0,18
face (2),z,1,3,train,0.0,1.0,9.0,18
face (3),m,1,3,train,0.0,4.0,7.0,18
face (2),z,1,3,train,0.0,2.0,10.0,18
face (1),z,1,3,train,0.0,5.0,9.0,18
face (3),m,1,3,train,0.0,3.0,8.0,18
face (1),z,1,3,train,0.0,2.0,10.0,18
color (6),m,0,6,train,0.0,0.0,0.0,18
color (1),m,1,6,train,0.0,0.0,0.0,18
color (5),m,1,6,train,0.0,0.0,0.0,18
color (4),m,0,6,train,0.0,0.0,0.0,18
color (2),m,1,6,train,0.0,0.0,0.0,18
color (3),z,1,6,train,0.0,0.0,0.0,18
color (3),z,1,6,train,0.0,1.0,1.0,18
color (6),z,1,6,train,0.0,0.0,0.0,18
color (4),z,1,6,train,0.0,0.0,0.0,18
color (5),m,1,6,train,0.0,7.0,1.0,18
color (1),m,1,6,train,0.0,9.0,1.0,18
color (2),m,1,6,train,0.0,7.0,1.0,18
color (1),m,1,6,train,0.0,2.0,2.0,18
color (3),z,1,6,train,0.0,7.0,2.0,18
color (2),z,0,6,train,0.0,3.0,2.0,18
color (6),z,1,6,train,0.0,8.0,1.0,18
color (5),m,1,6,train,0.0,7.0,2.0,18
color (4),z,1,6,train,0.0,9.0,1.0,18
color (5),m,1,6,train,0.0,2.0,3.0,18
color (2),m,1,6,train,0.0,8.0,2.0,18
color (6),z,1,6,train,0.0,5.0,2.0,18
color (1),m,1,6,train,0.0,9.0,3.0,18
color (4),z,1,6,train,0.0,5.0,2.0,18
color (3),z,1,6,train,0.0,10.0,3.0,18
color (6),z,1,6,train,0.0,4.0,3.0,18
color (5),m,1,6,train,0.0,7.0,4.0,18
color (2),m,1,6,train,0.0,7.0,3.0,18
color (3),z,1,6,train,0.0,4.0,4.0,18
color (4),z,1,6,train,0.0,6.0,3.0,18
color (1),m,1,6,train,0.0,8.0,4.0,18
color (6),z,1,6,train,0.0,6.0,4.0,18
color (3),z,1,6,train,0.0,4.0,5.0,18
color (4),z,1,6,train,0.0,4.0,4.0,18
color (1),m,1,6,train,0.0,4.0,5.0,18
color (2),m,1,6,train,0.0,8.0,4.0,18
color (5),m,1,6,train,0.0,10.0,5.0,18
color (2),z,0,6,train,1.0,2.0,5.0,18
color (3),z,1,6,train,0.0,6.0,6.0,18
color (5),m,1,6,train,0.0,3.0,6.0,18
color (4),z,1,6,train,0.0,7.0,5.0,18
color (1),m,1,6,train,0.0,7.0,6.0,18
color (6),z,1,6,train,0.0,11.0,5.0,18
color (2),m,1,6,train,0.0,8.0,5.0,18
color (1),m,1,6,train,0.0,3.0,7.0,18
color (4),z,1,6,train,0.0,5.0,6.0,18
color (3),z,1,6,train,0.0,8.0,7.0,18
color (5),m,1,6,train,0.0,8.0,7.0,18
color (6),z,1,6,train,0.0,6.0,6.0,18
color (3),z,1,6,train,0.0,3.0,8.0,18
color (2),m,1,6,train,0.0,7.0,6.0,18
color (6),z,1,6,train,0.0,3.0,7.0,18
color (1),m,1,6,train,0.0,8.0,8.0,18
color (4),z,1,6,train,0.0,8.0,7.0,18
color (5),m,1,6,train,0.0,7.0,8.0,18
color (2),m,1,6,train,0.0,5.0,7.0,18
color (6),z,1,6,train,0.0,5.0,8.0,18
color (3),z,1,6,train,0.0,8.0,9.0,18
color (1),m,1,6,train,0.0,6.0,9.0,18
color (4),z,1,6,train,0.0,6.0,8.0,18
color (5),m,1,6,train,0.0,6.0,9.0,18
color (3),z,1,6,train,0.0,4.0,10.0,18
color (5),m,1,6,train,0.0,2.0,10.0,18
color (2),m,1,6,train,0.0,8.0,8.0,18
color (6),z,1,6,train,0.0,8.0,9.0,18
color (1),m,1,6,train,0.0,7.0,10.0,18
color (4),z,1,6,train,0.0,7.0,9.0,18
color (5),m,1,6,train,0.0,5.0,11.0,18
color (2),m,1,6,train,0.0,5.0,9.0,18
color (1),m,1,6,train,0.0,4.0,11.0,18
color (4),z,1,6,train,0.0,4.0,10.0,18
color (3),z,1,6,train,0.0,10.0,11.0,18
color (6),z,1,6,train,0.0,8.0,10.0,18
color (5),m,1,6,train,0.0,6.0,12.0,18
color (1),m,1,6,train,0.0,5.0,12.0,18
color (2),m,1,6,train,0.0,7.0,10.0,18
color (4),z,1,6,train,0.0,6.0,11.0,18
color (3),z,1,6,train,0.0,6.0,12.0,18
color (6),z,1,6,train,0.0,6.0,11.0,18
symbol (1),m,1,3,train,0.0,0.0,0.0,18
symbol (2),m,1,3,train,0.0,0.0,0.0,18
symbol (3),z,1,3,train,0.0,0.0,0.0,18
symbol (1),m,1,3,train,0.0,3.0,1.0,18
symbol (3),z,1,3,train,0.0,2.0,1.0,18
symbol (2),m,1,3,train,0.0,4.0,1.0,18
symbol (2),m,1,3,train,0.0,1.0,2.0,18
symbol (3),z,1,3,train,0.0,3.0,2.0,18
symbol (1),m,1,3,train,0.0,5.0,2.0,18
symbol (1),z,0,3,train,0.0,1.0,3.0,18
symbol (2),m,1,3,train,0.0,4.0,3.0,18
symbol (3),z,1,3,train,0.0,4.0,3.0,18
symbol (1),m,1,3,train,0.0,4.0,3.0,18
symbol (3),z,1,3,train,0.0,2.0,4.0,18
symbol (2),m,1,3,train,0.0,4.0,4.0,18
symbol (2),m,1,3,train,0.0,1.0,5.0,18
symbol (3),z,1,3,train,0.0,3.0,5.0,18
symbol (1),m,1,3,train,0.0,5.0,4.0,18
symbol (3),z,1,3,train,0.0,2.0,6.0,18
symbol (2),m,1,3,train,0.0,4.0,6.0,18
symbol (1),m,1,3,train,0.0,3.0,5.0,18
symbol (1),m,1,3,train,0.0,1.0,6.0,18
symbol (3),z,1,3,train,0.0,4.0,7.0,18
symbol (2),m,1,3,train,0.0,4.0,7.0,18
symbol (2),m,1,3,train,0.0,1.0,8.0,18
symbol (3),z,1,3,train,0.0,3.0,8.0,18
symbol (1),m,1,3,train,0.0,5.0,7.0,18
symbol (3),z,1,3,train,0.0,2.0,9.0,18
symbol (1),m,1,3,train,0.0,2.0,8.0,18
symbol (2),z,0,3,train,0.0,5.0,9.0,18
symbol (2),m,1,3,train,0.0,6.0,9.0,18
symbol (3),z,1,3,train,0.0,4.0,10.0,18
symbol (2),m,1,3,train,0.0,2.0,10.0,18
symbol (1),z,0,3,train,1.0,5.0,9.0,18
symbol (3),z,1,3,train,0.0,3.0,11.0,18
symbol (1),m,1,3,train,0.0,7.0,9.0,18
environment (6),m,0,6,train,0.0,0.0,0.0,18
environment (1),m,1,6,train,0.0,0.0,0.0,18
environment (5),z,0,6,train,0.0,0.0,0.0,18
environment (4),m,0,6,train,0.0,0.0,0.0,18
environment (2),m,1,6,train,0.0,0.0,0.0,18
environment (3),z,1,6,train,0.0,0.0,0.0,18
environment (3),z,1,6,train,0.0,1.0,1.0,18
environment (6),z,1,6,train,0.0,0.0,0.0,18
environment (4),z,1,6,train,0.0,0.0,0.0,18
environment (5),m,1,6,train,0.0,0.0,0.0,18
environment (1),m,1,6,train,0.0,9.0,1.0,18
environment (2),m,1,6,train,0.0,7.0,1.0,18
environment (1),m,1,6,train,0.0,2.0,2.0,18
environment (3),z,1,6,train,0.0,7.0,2.0,18
environment (2),m,1,6,train,0.0,3.0,2.0,18
environment (6),z,1,6,train,0.0,8.0,1.0,18
environment (5),m,1,6,train,0.0,7.0,1.0,18
environment (4),z,1,6,train,0.0,9.0,1.0,18
environment (5),m,1,6,train,0.0,2.0,2.0,18
environment (2),m,1,6,train,0.0,5.0,3.0,18
environment (6),z,1,6,train,0.0,5.0,2.0,18
environment (1),m,1,6,train,0.0,9.0,3.0,18
environment (4),z,1,6,train,0.0,5.0,2.0,18
environment (3),z,1,6,train,0.0,10.0,3.0,18
environment (6),z,1,6,train,0.0,4.0,3.0,18
environment (5),m,1,6,train,0.0,7.0,3.0,18
environment (2),m,1,6,train,0.0,7.0,4.0,18
environment (3),z,1,6,train,0.0,4.0,4.0,18
environment (4),z,1,6,train,0.0,6.0,3.0,18
environment (1),m,1,6,train,0.0,8.0,4.0,18
environment (6),z,1,6,train,0.0,6.0,4.0,18
environment (3),z,1,6,train,0.0,4.0,5.0,18
environment (4),z,1,6,train,0.0,4.0,4.0,18
environment (1),m,1,6,train,0.0,4.0,5.0,18
environment (2),m,1,6,train,0.0,8.0,5.0,18
environment (5),m,1,6,train,0.0,10.0,4.0,18
environment (2),m,1,6,train,0.0,2.0,6.0,18
environment (3),z,1,6,train,0.0,6.0,6.0,18
environment (5),m,1,6,train,0.0,3.0,5.0,18
environment (4),z,1,6,train,0.0,7.0,5.0,18
environment (1),m,1,6,train,0.0,7.0,6.0,18
environment (6),z,1,6,train,0.0,11.0,5.0,18
environment (2),m,1,6,train,0.0,6.0,7.0,18
environment (1),m,1,6,train,0.0,3.0,7.0,18
environment (4),z,1,6,train,0.0,5.0,6.0,18
environment (3),z,1,6,train,0.0,8.0,7.0,18
environment (5),m,1,6,train,0.0,8.0,6.0,18
environment (6),z,1,6,train,0.0,6.0,6.0,18
environment (3),m,0,6,train,0.0,3.0,8.0,18
environment (2),m,1,6,train,0.0,7.0,8.0,18
environment (6),z,1,6,train,0.0,3.0,7.0,18
environment (1),m,1,6,train,0.0,8.0,8.0,18
environment (4),z,1,6,train,0.0,8.0,7.0,18
environment (5),m,1,6,train,0.0,7.0,7.0,18
environment (2),m,1,6,train,0.0,5.0,9.0,18
environment (6),z,1,6,train,0.0,5.0,8.0,18
environment (3),z,1,6,train,0.0,11.0,8.0,18
environment (1),m,1,6,train,0.0,6.0,9.0,18
environment (4),z,1,6,train,0.0,6.0,8.0,18
environment (5),m,1,6,train,0.0,6.0,8.0,18
environment (3),z,1,6,train,0.0,4.0,9.0,18
environment (5),m,1,6,train,0.0,2.0,9.0,18
environment (2),m,1,6,train,0.0,8.0,10.0,18
environment (6),z,1,6,train,0.0,8.0,9.0,18
environment (1),m,1,6,train,0.0,7.0,10.0,18
environment (4),z,1,6,train,0.0,7.0,9.0,18
environment (5),m,1,6,train,0.0,5.0,10.0,18
environment (2),m,1,6,train,0.0,5.0,11.0,18
environment (1),z,0,6,train,0.0,4.0,11.0,18
environment (4),z,1,6,train,0.0,4.0,10.0,18
environment (3),z,1,6,train,0.0,10.0,10.0,18
environment (6),z,1,6,train,0.0,8.0,10.0,18
environment (5),m,1,6,train,0.0,6.0,11.0,18
environment (1),m,1,6,train,0.0,9.0,11.0,18
environment (2),m,1,6,train,0.0,7.0,12.0,18
environment (4),z,1,6,train,0.0,6.0,11.0,18
environment (3),z,1,6,train,0.0,6.0,11.0,18
environment (6),z,1,6,train,0.0,6.0,11.0,18
vehicle (1),z,0,3,train,0.0,0.0,0.0,18
vehicle (2),z,0,3,train,0.0,0.0,0.0,18
vehicle (3),z,1,3,train,0.0,0.0,0.0,18
vehicle (1),m,1,3,train,0.0,0.0,0.0,18
vehicle (3),z,1,3,train,0.0,2.0,1.0,18
vehicle (2),z,0,3,train,1.0,0.0,0.0,18
vehicle (2),m,1,3,train,0.0,0.0,0.0,18
vehicle (3),z,1,3,train,0.0,3.0,2.0,18
vehicle (1),m,1,3,train,0.0,5.0,1.0,18
vehicle (1),m,1,3,train,0.0,1.0,2.0,18
vehicle (2),m,1,3,train,0.0,4.0,1.0,18
vehicle (3),z,1,3,train,0.0,4.0,3.0,18
vehicle (1),m,1,3,train,0.0,3.0,3.0,18
vehicle (3),z,1,3,train,0.0,2.0,4.0,18
vehicle (2),m,1,3,train,0.0,4.0,2.0,18
vehicle (2),m,1,3,train,0.0,1.0,3.0,18
vehicle (3),z,1,3,train,0.0,3.0,5.0,18
vehicle (1),m,1,3,train,0.0,5.0,4.0,18
vehicle (3),z,1,3,train,0.0,2.0,6.0,18
vehicle (2),m,1,3,train,0.0,4.0,4.0,18
vehicle (1),m,1,3,train,0.0,3.0,5.0,18
vehicle (1),m,1,3,train,0.0,1.0,6.0,18
vehicle (3),z,1,3,train,0.0,4.0,7.0,18
vehicle (2),m,1,3,train,0.0,4.0,5.0,18
vehicle (2),m,1,3,train,0.0,1.0,6.0,18
vehicle (3),z,1,3,train,0.0,3.0,8.0,18
vehicle (1),m,1,3,train,0.0,5.0,7.0,18
vehicle (3),z,1,3,train,0.0,2.0,9.0,18
vehicle (1),m,1,3,train,0.0,2.0,8.0,18
vehicle (2),m,1,3,train,0.0,5.0,7.0,18
vehicle (2),m,1,3,train,0.0,1.0,8.0,18
vehicle (3),z,1,3,train,0.0,4.0,10.0,18
vehicle (2),m,1,3,train,0.0,2.0,9.0,18
vehicle (1),m,1,3,train,0.0,5.0,9.0,18
vehicle (3),z,1,3,train,0.0,3.0,11.0,18
vehicle (1),m,1,3,train,0.0,2.0,10.0,18
instrument (1),m,1,3,train,0.0,0.0,0.0,18
instrument (2),m,1,3,train,0.0,0.0,0.0,18
instrument (3),z,1,3,train,0.0,0.0,0.0,18
instrument (1),m,1,3,train,0.0,3.0,1.0,18
instrument (3),z,1,3,train,0.0,2.0,1.0,18
instrument (2),m,1,3,train,0.0,4.0,1.0,18
instrument (2),m,1,3,train,0.0,1.0,2.0,18
instrument (3),z,1,3,train,0.0,3.0,2.0,18
instrument (1),m,1,3,train,0.0,5.0,2.0,18
instrument (1),m,1,3,train,0.0,1.0,3.0,18
instrument (2),m,1,3,train,0.0,4.0,3.0,18
instrument (3),z,1,3,train,0.0,4.0,3.0,18
instrument (1),m,1,3,train,0.0,3.0,4.0,18
instrument (3),z,1,3,train,0.0,2.0,4.0,18
instrument (2),m,1,3,train,0.0,4.0,4.0,18
instrument (2),m,1,3,train,0.0,1.0,5.0,18
instrument (3),z,1,3,train,0.0,3.0,5.0,18
instrument (1),m,1,3,train,0.0,5.0,5.0,18
instrument (3),z,1,3,train,0.0,2.0,6.0,18
instrument (2),m,1,3,train,0.0,4.0,6.0,18
instrument (1),m,1,3,train,0.0,3.0,6.0,18
instrument (1),m,1,3,train,0.0,1.0,7.0,18
instrument (3),z,1,3,train,0.0,4.0,7.0,18
instrument (2),m,1,3,train,0.0,4.0,7.0,18
instrument (2),m,1,3,train,0.0,1.0,8.0,18
instrument (3),z,1,3,train,0.0,3.0,8.0,18
instrument (1),m,1,3,train,0.0,5.0,8.0,18
instrument (3),z,1,3,train,0.0,2.0,9.0,18
instrument (1),m,1,3,train,0.0,2.0,9.0,18
instrument (2),m,1,3,train,0.0,5.0,9.0,18
instrument (2),m,1,3,train,0.0,1.0,10.0,18
instrument (3),z,1,3,train,0.0,4.0,10.0,18
instrument (2),m,1,3,train,0.0,2.0,11.0,18
instrument (1),m,1,3,train,0.0,5.0,10.0,18
instrument (3),z,1,3,train,0.0,3.0,11.0,18
instrument (1),m,1,3,train,0.0,2.0,11.0,18
jungle2,z,1,3,train,0.0,0.0,0.0,19
jungle1,m,0,3,train,0.0,0.0,0.0,19
jungle3,m,1,3,train,0.0,0.0,0.0,19
jungle1,z,1,3,train,0.0,0.0,0.0,19
jungle3,m,1,3,train,0.0,2.0,1.0,19
jungle2,z,1,3,train,0.0,5.0,1.0,19
jungle3,m,1,3,train,0.0,2.0,2.0,19
jungle2,z,1,3,train,0.0,2.0,2.0,19
jungle1,z,1,3,train,0.0,5.0,1.0,19
jungle1,z,1,3,train,0.0,1.0,2.0,19
jungle2,z,1,3,train,0.0,3.0,3.0,19
jungle3,m,1,3,train,0.0,5.0,3.0,19
jungle3,z,0,3,train,0.0,1.0,4.0,19
jungle1,z,1,3,train,0.0,4.0,3.0,19
jungle2,z,1,3,train,0.0,4.0,4.0,19
jungle3,m,1,3,train,0.0,4.0,4.0,19
jungle1,z,1,3,train,0.0,3.0,4.0,19
jungle2,z,1,3,train,0.0,3.0,5.0,19
jungle1,z,1,3,train,0.0,2.0,5.0,19
jungle3,m,1,3,train,0.0,4.0,5.0,19
jungle2,z,1,3,train,0.0,3.0,6.0,19
jungle3,z,0,3,train,1.0,2.0,6.0,19
jungle2,z,1,3,train,0.0,2.0,7.0,19
jungle1,z,1,3,train,0.0,5.0,6.0,19
jungle2,z,1,3,train,0.0,2.0,8.0,19
jungle3,m,1,3,train,0.0,6.0,6.0,19
jungle1,z,1,3,train,0.0,3.0,7.0,19
jungle1,z,1,3,train,0.0,1.0,8.0,19
jungle2,z,1,3,train,0.0,4.0,9.0,19
jungle3,m,1,3,train,0.0,4.0,7.0,19
jungle2,z,1,3,train,0.0,2.0,10.0,19
jungle3,z,0,3,train,1.0,2.0,8.0,19
jungle1,z,1,3,train,0.0,5.0,9.0,19
jungle2,z,1,3,train,0.0,3.0,11.0,19
jungle1,z,1,3,train,0.0,2.0,10.0,19
jungle3,m,1,3,train,0.0,6.0,8.0,19
vegan (6),z,1,6,train,0.0,0.0,0.0,19
vegan (1),m,1,6,train,0.0,0.0,0.0,19
vegan (5),m,1,6,train,0.0,0.0,0.0,19
vegan (4),z,1,6,train,0.0,0.0,0.0,19
vegan (2),m,1,6,train,0.0,0.0,0.0,19
vegan (3),z,1,6,train,0.0,0.0,0.0,19
vegan (3),z,1,6,train,0.0,1.0,1.0,19
vegan (6),z,1,6,train,0.0,7.0,1.0,19
vegan (4),z,1,6,train,0.0,5.0,1.0,19
vegan (5),z,0,6,train,0.0,7.0,1.0,19
vegan (1),z,0,6,train,0.0,9.0,1.0,19
vegan (2),m,1,6,train,0.0,7.0,1.0,19
vegan (1),m,1,6,train,0.0,11.0,1.0,19
vegan (3),z,1,6,train,0.0,7.0,2.0,19
vegan (2),m,1,6,train,0.0,3.0,2.0,19
vegan (6),m,0,6,train,0.0,8.0,2.0,19
vegan (5),m,1,6,train,0.0,14.0,1.0,19
vegan (4),z,1,6,train,0.0,9.0,2.0,19
vegan (5),m,1,6,train,0.0,2.0,2.0,19
vegan (2),m,1,6,train,0.0,5.0,3.0,19
vegan (6),z,1,6,train,0.0,13.0,2.0,19
vegan (1),m,1,6,train,0.0,9.0,2.0,19
vegan (4),z,1,6,train,0.0,5.0,3.0,19
vegan (3),z,1,6,train,0.0,10.0,3.0,19
vegan (6),z,1,6,train,0.0,4.0,3.0,19
vegan (5),m,1,6,train,0.0,7.0,3.0,19
vegan (2),m,1,6,train,0.0,7.0,4.0,19
vegan (3),z,1,6,train,0.0,4.0,4.0,19
vegan (4),z,1,6,train,0.0,6.0,4.0,19
vegan (1),m,1,6,train,0.0,8.0,3.0,19
vegan (6),z,1,6,train,0.0,6.0,4.0,19
vegan (3),z,1,6,train,0.0,4.0,5.0,19
vegan (4),z,1,6,train,0.0,4.0,5.0,19
vegan (1),m,1,6,train,0.0,4.0,4.0,19
vegan (2),m,1,6,train,0.0,8.0,5.0,19
vegan (5),m,1,6,train,0.0,10.0,4.0,19
vegan (2),m,1,6,train,0.0,2.0,6.0,19
vegan (3),z,1,6,train,0.0,6.0,6.0,19
vegan (5),m,1,6,train,0.0,3.0,5.0,19
vegan (4),z,1,6,train,0.0,7.0,6.0,19
vegan (1),m,1,6,train,0.0,7.0,5.0,19
vegan (6),z,1,6,train,0.0,11.0,5.0,19
vegan (2),m,1,6,train,0.0,6.0,7.0,19
vegan (1),m,1,6,train,0.0,3.0,6.0,19
vegan (4),z,1,6,train,0.0,5.0,7.0,19
vegan (3),z,1,6,train,0.0,8.0,7.0,19
vegan (5),m,1,6,train,0.0,8.0,6.0,19
vegan (6),z,1,6,train,0.0,6.0,6.0,19
vegan (3),z,1,6,train,0.0,3.0,8.0,19
vegan (2),m,1,6,train,0.0,7.0,8.0,19
vegan (6),z,1,6,train,0.0,3.0,7.0,19
vegan (1),m,1,6,train,0.0,8.0,7.0,19
vegan (4),z,1,6,train,0.0,8.0,8.0,19
vegan (5),m,1,6,train,0.0,7.0,7.0,19
vegan (2),m,1,6,train,0.0,5.0,9.0,19
vegan (6),z,1,6,train,0.0,5.0,8.0,19
vegan (3),z,1,6,train,0.0,8.0,9.0,19
vegan (1),m,1,6,train,0.0,6.0,8.0,19
vegan (4),z,1,6,train,0.0,6.0,9.0,19
vegan (5),m,1,6,train,0.0,6.0,8.0,19
vegan (3),z,1,6,train,0.0,4.0,10.0,19
vegan (5),m,1,6,train,0.0,2.0,9.0,19
vegan (2),m,1,6,train,0.0,8.0,10.0,19
vegan (6),z,1,6,train,0.0,8.0,9.0,19
vegan (1),m,1,6,train,0.0,7.0,9.0,19
vegan (4),z,1,6,train,0.0,7.0,10.0,19
vegan (5),m,1,6,train,0.0,5.0,10.0,19
vegan (2),m,1,6,train,0.0,5.0,11.0,19
vegan (1),m,1,6,train,0.0,4.0,10.0,19
vegan (4),z,1,6,train,0.0,4.0,11.0,19
vegan (3),z,1,6,train,0.0,10.0,11.0,19
vegan (6),z,1,6,train,0.0,8.0,10.0,19
vegan (5),m,1,6,train,0.0,6.0,11.0,19
