Stimulus_Pair,response,correct,Block,phase,pers,delay,rpred,caseid
vehicle (3),m,0,3,train,0.0,2.0,6.0,3
vehicle (2),z,0,3,train,1.0,4.0,5.0,3
vehicle (1),z,0,3,train,0.0,3.0,6.0,3
vehicle (1),m,1,3,train,0.0,4.0,6.0,3
vehicle (3),z,1,3,train,0.0,6.0,6.0,3
vehicle (2),m,1,3,train,0.0,8.0,5.0,3
vehicle (2),m,1,3,train,0.0,1.0,6.0,3
vehicle (3),z,1,3,train,0.0,3.0,7.0,3
vehicle (1),m,1,3,train,0.0,5.0,7.0,3
vehicle (3),z,1,3,train,0.0,2.0,8.0,3
vehicle (1),m,1,3,train,0.0,2.0,8.0,3
vehicle (2),m,1,3,train,0.0,5.0,7.0,3
vehicle (2),z,0,3,train,1.0,1.0,8.0,3
vehicle (3),z,1,3,train,0.0,4.0,9.0,3
vehicle (2),m,1,3,train,0.0,3.0,8.0,3
vehicle (1),m,1,3,train,0.0,5.0,9.0,3
vehicle (3),z,1,3,train,0.0,3.0,10.0,3
vehicle (1),m,1,3,train,0.0,2.0,10.0,3
instrument (1),m,1,3,train,0.0,0.0,0.0,3
instrument (2),z,0,3,train,0.0,0.0,0.0,3
instrument (3),z,1,3,train,0.0,0.0,0.0,3
instrument (1),m,1,3,train,0.0,3.0,1.0,3
instrument (3),z,1,3,train,0.0,2.0,1.0,3
instrument (2),m,1,3,train,0.0,0.0,0.0,3
instrument (2),m,1,3,train,0.0,1.0,1.0,3
instrument (3),z,1,3,train,0.0,3.0,2.0,3
instrument (1),m,1,3,train,0.0,5.0,2.0,3
instrument (1),m,1,3,train,0.0,1.0,3.0,3
instrument (2),m,1,3,train,0.0,4.0,2.0,3
instrument (3),z,1,3,train,0.0,4.0,3.0,3
instrument (1),m,1,3,train,0.0,3.0,4.0,3
instrument (3),m,0,3,train,0.0,2.0,4.0,3
instrument (2),m,1,3,train,0.0,4.0,3.0,3
instrument (2),m,1,3,train,0.0,1.0,4.0,3
instrument (3),z,1,3,train,0.0,5.0,4.0,3
instrument (1),m,1,3,train,0.0,5.0,5.0,3
instrument (3),z,1,3,train,0.0,2.0,5.0,3
instrument (2),m,1,3,train,0.0,4.0,5.0,3
instrument (1),m,1,3,train,0.0,3.0,6.0,3
instrument (1),m,1,3,train,0.0,1.0,7.0,3
instrument (3),z,1,3,train,0.0,4.0,6.0,3
instrument (2),m,1,3,train,0.0,4.0,6.0,3
instrument (2),m,1,3,train,0.0,1.0,7.0,3
instrument (3),z,1,3,train,0.0,3.0,7.0,3
instrument (1),m,1,3,train,0.0,5.0,8.0,3
instrument (3),z,1,3,train,0.0,2.0,8.0,3
instrument (1),m,1,3,train,0.0,2.0,9.0,3
instrument (2),m,1,3,train,0.0,5.0,8.0,3
instrument (2),m,1,3,train,0.0,1.0,9.0,3
instrument (3),z,1,3,train,0.0,4.0,9.0,3
instrument (2),m,1,3,train,0.0,2.0,10.0,3
instrument (1),m,1,3,train,0.0,5.0,10.0,3
instrument (3),z,1,3,train,0.0,3.0,10.0,3
instrument (1),m,1,3,train,0.0,2.0,11.0,3
jungle2,m,0,3,train,0.0,0.0,0.0,4
jungle1,z,1,3,train,0.0,0.0,0.0,4
jungle3,z,0,3,train,0.0,0.0,0.0,4
jungle1,m,0,3,train,0.0,2.0,1.0,4
jungle3,z,0,3,train,1.0,0.0,0.0,4
jungle2,z,1,3,train,0.0,0.0,0.0,4
jungle3,m,1,3,train,0.0,0.0,0.0,4
jungle2,z,1,3,train,0.0,2.0,1.0,4
jungle1,m,0,3,train,1.0,7.0,1.0,4
jungle1,z,1,3,train,0.0,8.0,1.0,4
jungle2,m,0,3,train,1.0,3.0,2.0,4
jungle3,z,0,3,train,1.0,5.0,1.0,4
jungle3,m,1,3,train,0.0,6.0,1.0,4
jungle1,m,0,3,train,1.0,4.0,2.0,4
jungle2,z,1,3,train,0.0,7.0,2.0,4
jungle3,z,0,3,train,1.0,3.0,2.0,4
jungle1,m,0,3,train,1.0,7.0,2.0,4
jungle2,m,0,3,train,1.0,3.0,3.0,4
jungle1,z,1,3,train,0.0,9.0,2.0,4
jungle3,z,0,3,train,1.0,7.0,2.0,4
jungle2,z,1,3,train,0.0,6.0,3.0,4
jungle3,m,1,3,train,0.0,9.0,2.0,4
jungle2,z,1,3,train,0.0,2.0,4.0,4
jungle1,z,1,3,train,0.0,5.0,3.0,4
jungle2,m,0,3,train,1.0,2.0,5.0,4
jungle3,z,0,3,train,1.0,4.0,3.0,4
jungle1,z,1,3,train,0.0,3.0,4.0,4
jungle1,z,1,3,train,0.0,1.0,5.0,4
jungle2,m,0,3,train,1.0,6.0,5.0,4
jungle3,m,1,3,train,0.0,8.0,3.0,4
jungle2,z,1,3,train,0.0,8.0,5.0,4
jungle3,m,1,3,train,0.0,2.0,4.0,4
jungle1,z,1,3,train,0.0,5.0,6.0,4
jungle2,z,1,3,train,0.0,3.0,6.0,4
jungle1,z,1,3,train,0.0,2.0,7.0,4
jungle3,m,1,3,train,0.0,4.0,5.0,4
vegan (6),m,0,6,train,0.0,0.0,0.0,4
vegan (1),z,0,6,train,0.0,0.0,0.0,4
vegan (5),m,1,6,train,0.0,0.0,0.0,4
vegan (4),m,0,6,train,0.0,0.0,0.0,4
vegan (2),m,1,6,train,0.0,0.0,0.0,4
vegan (3),m,0,6,train,0.0,0.0,0.0,4
vegan (3),z,1,6,train,0.0,0.0,0.0,4
vegan (6),z,1,6,train,0.0,0.0,0.0,4
vegan (4),z,1,6,train,0.0,0.0,0.0,4
vegan (5),z,0,6,train,0.0,7.0,1.0,4
vegan (1),z,0,6,train,1.0,0.0,0.0,4
vegan (2),m,1,6,train,0.0,7.0,1.0,4
vegan (1),m,1,6,train,0.0,0.0,0.0,4
vegan (3),z,1,6,train,0.0,7.0,1.0,4
vegan (2),m,1,6,train,0.0,3.0,2.0,4
vegan (6),m,0,6,train,1.0,8.0,1.0,4
vegan (5),m,1,6,train,0.0,14.0,1.0,4
vegan (4),z,1,6,train,0.0,9.0,1.0,4
vegan (5),m,1,6,train,0.0,2.0,2.0,4
vegan (2),m,1,6,train,0.0,5.0,3.0,4
vegan (6),z,1,6,train,0.0,13.0,1.0,4
vegan (1),m,1,6,train,0.0,9.0,1.0,4
vegan (4),z,1,6,train,0.0,5.0,2.0,4
vegan (3),m,0,6,train,1.0,10.0,2.0,4
vegan (6),z,1,6,train,0.0,4.0,2.0,4
vegan (5),m,1,6,train,0.0,7.0,3.0,4
vegan (2),m,1,6,train,0.0,7.0,4.0,4
vegan (3),z,1,6,train,0.0,14.0,2.0,4
vegan (4),z,1,6,train,0.0,6.0,3.0,4
vegan (1),m,1,6,train,0.0,8.0,2.0,4
vegan (6),z,1,6,train,0.0,6.0,3.0,4
vegan (3),z,1,6,train,0.0,4.0,3.0,4
vegan (4),z,1,6,train,0.0,4.0,4.0,4
vegan (1),m,1,6,train,0.0,4.0,3.0,4
vegan (2),m,1,6,train,0.0,8.0,5.0,4
vegan (5),m,1,6,train,0.0,10.0,4.0,4
vegan (2),m,1,6,train,0.0,2.0,6.0,4
vegan (3),z,1,6,train,0.0,6.0,4.0,4
vegan (5),m,1,6,train,0.0,3.0,5.0,4
vegan (4),z,1,6,train,0.0,7.0,5.0,4
vegan (1),m,1,6,train,0.0,7.0,4.0,4
vegan (6),z,1,6,train,0.0,11.0,4.0,4
vegan (2),m,1,6,train,0.0,6.0,7.0,4
vegan (1),m,1,6,train,0.0,3.0,5.0,4
vegan (4),m,0,6,train,1.0,5.0,6.0,4
vegan (3),z,1,6,train,0.0,8.0,5.0,4
vegan (5),m,1,6,train,0.0,8.0,6.0,4
vegan (6),z,1,6,train,0.0,6.0,5.0,4
vegan (3),z,1,6,train,0.0,3.0,6.0,4
vegan (2),m,1,6,train,0.0,7.0,8.0,4
vegan (6),z,1,6,train,0.0,3.0,6.0,4
vegan (1),m,1,6,train,0.0,8.0,6.0,4
vegan (4),z,1,6,train,0.0,13.0,6.0,4
vegan (5),m,1,6,train,0.0,7.0,7.0,4
vegan (2),m,1,6,train,0.0,5.0,9.0,4
vegan (6),z,1,6,train,0.0,5.0,7.0,4
vegan (3),z,1,6,train,0.0,8.0,7.0,4
vegan (1),m,1,6,train,0.0,6.0,7.0,4
vegan (4),z,1,6,train,0.0,6.0,7.0,4
vegan (5),m,1,6,train,0.0,6.0,8.0,4
vegan (3),z,1,6,train,0.0,4.0,8.0,4
vegan (5),m,1,6,train,0.0,2.0,9.0,4
vegan (2),m,1,6,train,0.0,8.0,10.0,4
vegan (6),z,1,6,train,0.0,8.0,8.0,4
vegan (1),m,1,6,train,0.0,7.0,8.0,4
vegan (4),z,1,6,train,0.0,7.0,8.0,4
vegan (5),m,1,6,train,0.0,5.0,10.0,4
vegan (2),m,1,6,train,0.0,5.0,11.0,4
vegan (1),m,1,6,train,0.0,4.0,9.0,4
vegan (4),z,1,6,train,0.0,4.0,9.0,4
vegan (3),m,0,6,train,1.0,10.0,9.0,4
vegan (6),z,1,6,train,0.0,8.0,9.0,4
vegan (5),m,1,6,train,0.0,6.0,11.0,4
vegan (1),m,1,6,train,0.0,5.0,10.0,4
vegan (2),m,1,6,train,0.0,7.0,12.0,4
vegan (4),z,1,6,train,0.0,6.0,10.0,4
vegan (3),z,1,6,train,0.0,16.0,9.0,4
vegan (6),z,1,6,train,0.0,6.0,10.0,4
animal (1),m,0,3,train,0.0,0.0,0.0,4
animal (2),m,0,3,train,0.0,0.0,0.0,4
animal (3),z,0,3,train,0.0,0.0,0.0,4
animal (1),z,1,3,train,0.0,0.0,0.0,4
animal (3),m,1,3,train,0.0,0.0,0.0,4
animal (2),m,0,3,train,1.0,0.0,0.0,4
animal (2),z,1,3,train,0.0,0.0,0.0,4
animal (3),m,1,3,train,0.0,3.0,1.0,4
animal (1),m,0,3,train,1.0,5.0,1.0,4
animal (1),z,1,3,train,0.0,6.0,1.0,4
animal (2),z,1,3,train,0.0,4.0,1.0,4
animal (3),m,1,3,train,0.0,4.0,2.0,4
animal (1),z,1,3,train,0.0,3.0,2.0,4
animal (3),m,1,3,train,0.0,2.0,3.0,4
animal (2),z,1,3,train,0.0,4.0,2.0,4
animal (2),z,1,3,train,0.0,1.0,3.0,4
animal (3),m,1,3,train,0.0,3.0,4.0,4
animal (1),z,1,3,train,0.0,5.0,3.0,4
animal (3),m,1,3,train,0.0,2.0,5.0,4
animal (2),z,1,3,train,0.0,4.0,4.0,4
animal (1),z,1,3,train,0.0,3.0,4.0,4
animal (1),z,1,3,train,0.0,1.0,5.0,4
animal (3),m,1,3,train,0.0,4.0,6.0,4
animal (2),z,1,3,train,0.0,4.0,5.0,4
animal (2),z,1,3,train,0.0,1.0,6.0,4
animal (3),m,1,3,train,0.0,3.0,7.0,4
animal (1),z,1,3,train,0.0,5.0,6.0,4
animal (3),m,1,3,train,0.0,2.0,8.0,4
animal (1),z,1,3,train,0.0,2.0,7.0,4
animal (2),z,1,3,train,0.0,5.0,7.0,4
animal (2),z,1,3,train,0.0,1.0,8.0,4
animal (3),m,1,3,train,0.0,4.0,9.0,4
animal (2),z,1,3,train,0.0,2.0,9.0,4
animal (1),z,1,3,train,0.0,5.0,8.0,4
animal (3),m,1,3,train,0.0,3.0,10.0,4
animal (1),z,1,3,train,0.0,2.0,9.0,4
fruits (6),m,0,6,train,0.0,0.0,0.0,4
fruits (1),m,1,6,train,0.0,0.0,0.0,4
fruits (5),m,1,6,train,0.0,0.0,0.0,4
fruits (4),z,1,6,train,0.0,0.0,0.0,4
fruits (2),z,0,6,train,0.0,0.0,0.0,4
fruits (3),z,1,6,train,0.0,0.0,0.0,4
fruits (3),z,1,6,train,0.0,1.0,1.0,4
fruits (6),z,1,6,train,0.0,0.0,0.0,4
fruits (4),z,1,6,train,0.0,5.0,1.0,4
fruits (5),m,1,6,train,0.0,7.0,1.0,4
fruits (1),m,1,6,train,0.0,9.0,1.0,4
fruits (2),m,1,6,train,0.0,0.0,0.0,4
fruits (1),m,1,6,train,0.0,2.0,2.0,4
fruits (3),z,1,6,train,0.0,7.0,2.0,4
fruits (2),m,1,6,train,0.0,3.0,1.0,4
fruits (6),z,1,6,train,0.0,8.0,1.0,4
fruits (5),m,1,6,train,0.0,7.0,2.0,4
fruits (4),z,1,6,train,0.0,9.0,2.0,4
fruits (5),m,1,6,train,0.0,2.0,3.0,4
fruits (2),m,1,6,train,0.0,5.0,2.0,4
fruits (6),z,1,6,train,0.0,5.0,2.0,4
fruits (1),m,1,6,train,0.0,9.0,3.0,4
fruits (4),z,1,6,train,0.0,5.0,3.0,4
fruits (3),z,1,6,train,0.0,10.0,3.0,4
fruits (6),z,1,6,train,0.0,4.0,3.0,4
fruits (5),m,1,6,train,0.0,7.0,4.0,4
fruits (2),m,1,6,train,0.0,7.0,3.0,4
fruits (3),z,1,6,train,0.0,4.0,4.0,4
fruits (4),z,1,6,train,0.0,6.0,4.0,4
fruits (1),z,0,6,train,0.0,8.0,4.0,4
fruits (6),z,1,6,train,0.0,6.0,4.0,4
fruits (3),z,1,6,train,0.0,4.0,5.0,4
fruits (4),z,1,6,train,0.0,4.0,5.0,4
fruits (1),m,1,6,train,0.0,12.0,4.0,4
fruits (2),m,1,6,train,0.0,8.0,4.0,4
fruits (5),m,1,6,train,0.0,10.0,5.0,4
fruits (2),m,1,6,train,0.0,2.0,5.0,4
fruits (3),z,1,6,train,0.0,6.0,6.0,4
fruits (5),m,1,6,train,0.0,3.0,6.0,4
fruits (4),z,1,6,train,0.0,7.0,6.0,4
fruits (1),m,1,6,train,0.0,7.0,5.0,4
fruits (6),z,1,6,train,0.0,11.0,5.0,4
fruits (2),m,1,6,train,0.0,6.0,6.0,4
fruits (1),m,1,6,train,0.0,3.0,6.0,4
fruits (4),z,1,6,train,0.0,5.0,7.0,4
fruits (3),z,1,6,train,0.0,8.0,7.0,4
fruits (5),m,1,6,train,0.0,8.0,7.0,4
fruits (6),z,1,6,train,0.0,6.0,6.0,4
fruits (3),z,1,6,train,0.0,3.0,8.0,4
fruits (2),m,1,6,train,0.0,7.0,7.0,4
fruits (6),z,1,6,train,0.0,3.0,7.0,4
fruits (1),m,1,6,train,0.0,8.0,7.0,4
fruits (4),z,1,6,train,0.0,8.0,8.0,4
fruits (5),m,1,6,train,0.0,7.0,8.0,4
fruits (2),m,1,6,train,0.0,5.0,8.0,4
fruits (6),z,1,6,train,0.0,5.0,8.0,4
fruits (3),z,1,6,train,0.0,8.0,9.0,4
fruits (1),m,1,6,train,0.0,6.0,8.0,4
fruits (4),z,1,6,train,0.0,6.0,9.0,4
fruits (5),m,1,6,train,0.0,6.0,9.0,4
fruits (3),z,1,6,train,0.0,4.0,10.0,4
fruits (5),m,1,6,train,0.0,2.0,10.0,4
fruits (2),m,1,6,train,0.0,8.0,9.0,4
fruits (6),z,1,6,train,0.0,8.0,9.0,4
fruits (1),m,1,6,train,0.0,7.0,9.0,4
fruits (4),z,1,6,train,0.0,7.0,10.0,4
fruits (5),m,1,6,train,0.0,5.0,11.0,4
fruits (2),m,1,6,train,0.0,5.0,10.0,4
fruits (1),m,1,6,train,0.0,4.0,10.0,4
fruits (4),z,1,6,train,0.0,4.0,11.0,4
fruits (3),z,1,6,train,0.0,10.0,11.0,4
fruits (6),z,1,6,train,0.0,8.0,10.0,4
fruits (5),m,1,6,train,0.0,6.0,12.0,4
fruits (1),m,1,6,train,0.0,5.0,11.0,4
fruits (2),m,1,6,train,0.0,7.0,11.0,4
fruits (4),z,1,6,train,0.0,6.0,12.0,4
fruits (3),z,1,6,train,0.0,6.0,12.0,4
fruits (6),z,1,6,train,0.0,6.0,11.0,4
tools (1),z,1,3,train,0.0,0.0,0.0,4
tools (2),z,1,3,train,0.0,0.0,0.0,4
tools (3),m,1,3,train,0.0,0.0,0.0,4
tools (1),z,1,3,train,0.0,3.0,1.0,4
tools (3),m,1,3,train,0.0,2.0,1.0,4
tools (2),z,1,3,train,0.0,4.0,1.0,4
tools (2),z,1,3,train,0.0,1.0,2.0,4
tools (3),m,1,3,train,0.0,3.0,2.0,4
tools (1),z,1,3,train,0.0,5.0,2.0,4
tools (1),z,1,3,train,0.0,1.0,3.0,4
tools (2),z,1,3,train,0.0,4.0,3.0,4
tools (3),m,1,3,train,0.0,4.0,3.0,4
tools (1),z,1,3,train,0.0,3.0,4.0,4
tools (3),m,1,3,train,0.0,2.0,4.0,4
tools (2),z,1,3,train,0.0,4.0,4.0,4
tools (2),z,1,3,train,0.0,1.0,5.0,4
tools (3),m,1,3,train,0.0,3.0,5.0,4
tools (1),z,1,3,train,0.0,5.0,5.0,4
tools (3),m,1,3,train,0.0,2.0,6.0,4
tools (2),z,1,3,train,0.0,4.0,6.0,4
tools (1),z,1,3,train,0.0,3.0,6.0,4
tools (1),z,1,3,train,0.0,1.0,7.0,4
tools (3),m,1,3,train,0.0,4.0,7.0,4
tools (2),z,1,3,train,0.0,4.0,7.0,4
tools (2),z,1,3,train,0.0,1.0,8.0,4
tools (3),m,1,3,train,0.0,3.0,8.0,4
tools (1),z,1,3,train,0.0,5.0,8.0,4
tools (3),m,1,3,train,0.0,2.0,9.0,4
tools (1),z,1,3,train,0.0,2.0,9.0,4
tools (2),z,1,3,train,0.0,5.0,9.0,4
tools (2),z,1,3,train,0.0,1.0,10.0,4
tools (3),m,1,3,train,0.0,4.0,10.0,4
tools (2),z,1,3,train,0.0,2.0,11.0,4
tools (1),z,1,3,train,0.0,5.0,10.0,4
tools (3),m,1,3,train,0.0,3.0,11.0,4
tools (1),z,1,3,train,0.0,2.0,11.0,4
clothes (6),m,0,6,train,0.0,0.0,0.0,4
clothes (1),z,0,6,train,0.0,0.0,0.0,4
clothes (5),m,1,6,train,0.0,0.0,0.0,4
clothes (4),m,0,6,train,0.0,0.0,0.0,4
clothes (2),m,1,6,train,0.0,0.0,0.0,4
clothes (3),m,0,6,train,0.0,0.0,0.0,4
clothes (3),z,1,6,train,0.0,0.0,0.0,4
clothes (6),m,0,6,train,1.0,0.0,0.0,4
clothes (4),z,1,6,train,0.0,0.0,0.0,4
clothes (5),m,1,6,train,0.0,7.0,1.0,4
clothes (1),z,0,6,train,1.0,0.0,0.0,4
clothes (2),z,0,6,train,0.0,7.0,1.0,4
clothes (1),m,1,6,train,0.0,0.0,0.0,4
clothes (3),z,1,6,train,0.0,7.0,1.0,4
clothes (2),m,1,6,train,0.0,10.0,1.0,4
clothes (6),z,1,6,train,0.0,0.0,0.0,4
clothes (5),m,1,6,train,0.0,7.0,2.0,4
clothes (4),m,0,6,train,1.0,9.0,1.0,4
clothes (5),m,1,6,train,0.0,2.0,3.0,4
clothes (2),m,1,6,train,0.0,5.0,2.0,4
clothes (6),z,1,6,train,0.0,5.0,1.0,4
clothes (1),m,1,6,train,0.0,9.0,1.0,4
clothes (4),z,1,6,train,0.0,14.0,1.0,4
clothes (3),z,1,6,train,0.0,10.0,2.0,4
clothes (6),z,1,6,train,0.0,4.0,2.0,4
clothes (5),m,1,6,train,0.0,7.0,4.0,4
clothes (2),m,1,6,train,0.0,7.0,3.0,4
clothes (3),z,1,6,train,0.0,4.0,3.0,4
clothes (4),z,1,6,train,0.0,6.0,2.0,4
clothes (1),m,1,6,train,0.0,8.0,2.0,4
clothes (6),z,1,6,train,0.0,6.0,3.0,4
clothes (3),z,1,6,train,0.0,4.0,4.0,4
clothes (4),z,1,6,train,0.0,4.0,3.0,4
clothes (1),m,1,6,train,0.0,4.0,3.0,4
clothes (2),m,1,6,train,0.0,8.0,4.0,4
clothes (5),m,1,6,train,0.0,10.0,5.0,4
clothes (2),m,1,6,train,0.0,2.0,5.0,4
clothes (3),z,1,6,train,0.0,6.0,5.0,4
clothes (5),m,1,6,train,0.0,3.0,6.0,4
clothes (4),z,1,6,train,0.0,7.0,4.0,4
clothes (1),m,1,6,train,0.0,7.0,4.0,4
clothes (6),z,1,6,train,0.0,11.0,4.0,4
clothes (2),m,1,6,train,0.0,6.0,6.0,4
clothes (1),m,1,6,train,0.0,3.0,5.0,4
clothes (4),m,0,6,train,1.0,5.0,5.0,4
clothes (3),z,1,6,train,0.0,8.0,6.0,4
clothes (5),m,1,6,train,0.0,8.0,7.0,4
clothes (6),z,1,6,train,0.0,6.0,5.0,4
clothes (3),z,1,6,train,0.0,3.0,7.0,4
clothes (2),m,1,6,train,0.0,7.0,7.0,4
clothes (6),z,1,6,train,0.0,3.0,6.0,4
clothes (1),m,1,6,train,0.0,8.0,6.0,4
clothes (4),z,1,6,train,0.0,13.0,5.0,4
clothes (5),m,1,6,train,0.0,7.0,8.0,4
clothes (2),m,1,6,train,0.0,5.0,8.0,4
clothes (6),z,1,6,train,0.0,5.0,7.0,4
clothes (3),z,1,6,train,0.0,8.0,8.0,4
clothes (1),m,1,6,train,0.0,6.0,7.0,4
clothes (4),z,1,6,train,0.0,6.0,6.0,4
clothes (5),m,1,6,train,0.0,6.0,9.0,4
clothes (3),z,1,6,train,0.0,4.0,9.0,4
clothes (5),m,1,6,train,0.0,2.0,10.0,4
clothes (2),m,1,6,train,0.0,8.0,9.0,4
clothes (6),z,1,6,train,0.0,8.0,8.0,4
clothes (1),m,1,6,train,0.0,7.0,8.0,4
clothes (4),z,1,6,train,0.0,7.0,7.0,4
clothes (5),m,1,6,train,0.0,5.0,11.0,4
clothes (2),m,1,6,train,0.0,5.0,10.0,4
clothes (1),m,1,6,train,0.0,4.0,9.0,4
clothes (4),z,1,6,train,0.0,4.0,8.0,4
clothes (3),z,1,6,train,0.0,10.0,10.0,4
clothes (6),z,1,6,train,0.0,8.0,9.0,4
clothes (5),m,1,6,train,0.0,6.0,12.0,4
clothes (1),m,1,6,train,0.0,5.0,10.0,4
clothes (2),m,1,6,train,0.0,7.0,11.0,4
clothes (4),z,1,6,train,0.0,6.0,9.0,4
clothes (3),z,1,6,train,0.0,6.0,11.0,4
clothes (6),z,1,6,train,0.0,6.0,10.0,4
face (1),m,0,3,train,0.0,0.0,0.0,4
face (2),m,0,3,train,0.0,0.0,0.0,4
face (3),m,1,3,train,0.0,0.0,0.0,4
face (1),z,1,3,train,0.0,0.0,0.0,4
face (3),m,1,3,train,0.0,2.0,1.0,4
face (2),z,1,3,train,0.0,0.0,0.0,4
face (2),z,1,3,train,0.0,1.0,1.0,4
face (3),m,1,3,train,0.0,3.0,2.0,4
face (1),z,1,3,train,0.0,5.0,1.0,4
face (1),z,1,3,train,0.0,1.0,2.0,4
face (2),z,1,3,train,0.0,4.0,2.0,4
face (3),m,1,3,train,0.0,4.0,3.0,4
face (1),z,1,3,train,0.0,3.0,3.0,4
face (3),m,1,3,train,0.0,2.0,4.0,4
face (2),z,1,3,train,0.0,4.0,3.0,4
face (2),z,1,3,train,0.0,1.0,4.0,4
face (3),m,1,3,train,0.0,3.0,5.0,4
face (1),z,1,3,train,0.0,5.0,4.0,4
face (3),m,1,3,train,0.0,2.0,6.0,4
face (2),z,1,3,train,0.0,4.0,5.0,4
face (1),z,1,3,train,0.0,3.0,5.0,4
face (1),z,1,3,train,0.0,1.0,6.0,4
face (3),m,1,3,train,0.0,4.0,7.0,4
face (2),z,1,3,train,0.0,4.0,6.0,4
face (2),z,1,3,train,0.0,1.0,7.0,4
face (3),m,1,3,train,0.0,3.0,8.0,4
face (1),z,1,3,train,0.0,5.0,7.0,4
face (3),m,1,3,train,0.0,2.0,9.0,4
face (1),z,1,3,train,0.0,2.0,8.0,4
face (2),z,1,3,train,0.0,5.0,8.0,4
face (2),z,1,3,train,0.0,1.0,9.0,4
face (3),m,1,3,train,0.0,4.0,10.0,4
face (2),z,1,3,train,0.0,2.0,10.0,4
face (1),z,1,3,train,0.0,5.0,9.0,4
face (3),m,1,3,train,0.0,3.0,11.0,4
face (1),z,1,3,train,0.0,2.0,10.0,4
color (6),m,0,6,train,0.0,0.0,0.0,4
color (1),m,1,6,train,0.0,0.0,0.0,4
color (5),m,1,6,train,0.0,0.0,0.0,4
color (4),m,0,6,train,0.0,0.0,0.0,4
color (2),m,1,6,train,0.0,0.0,0.0,4
color (3),m,0,6,train,0.0,0.0,0.0,4
color (3),z,1,6,train,0.0,0.0,0.0,4
color (6),m,0,6,train,1.0,0.0,0.0,4
color (4),m,0,6,train,1.0,0.0,0.0,4
color (5),m,1,6,train,0.0,7.0,1.0,4
color (1),m,1,6,train,0.0,9.0,1.0,4
color (2),z,0,6,train,0.0,7.0,1.0,4
color (1),m,1,6,train,0.0,2.0,2.0,4
color (3),z,1,6,train,0.0,7.0,1.0,4
color (2),m,1,6,train,0.0,10.0,1.0,4
color (6),z,1,6,train,0.0,0.0,0.0,4
color (5),m,1,6,train,0.0,7.0,2.0,4
color (4),z,1,6,train,0.0,0.0,0.0,4
color (5),m,1,6,train,0.0,2.0,3.0,4
color (2),m,1,6,train,0.0,5.0,2.0,4
color (6),z,1,6,train,0.0,5.0,1.0,4
color (1),m,1,6,train,0.0,9.0,3.0,4
color (4),z,1,6,train,0.0,5.0,1.0,4
color (3),z,1,6,train,0.0,10.0,2.0,4
color (6),z,1,6,train,0.0,4.0,2.0,4
color (5),m,1,6,train,0.0,7.0,4.0,4
color (2),m,1,6,train,0.0,7.0,3.0,4
color (3),z,1,6,train,0.0,4.0,3.0,4
color (4),z,1,6,train,0.0,6.0,2.0,4
color (1),m,1,6,train,0.0,8.0,4.0,4
color (6),z,1,6,train,0.0,6.0,3.0,4
color (3),z,1,6,train,0.0,4.0,4.0,4
color (4),z,1,6,train,0.0,4.0,3.0,4
color (1),m,1,6,train,0.0,4.0,5.0,4
color (2),z,0,6,train,1.0,8.0,4.0,4
color (5),m,1,6,train,0.0,10.0,5.0,4
color (2),m,1,6,train,0.0,10.0,4.0,4
color (3),z,1,6,train,0.0,6.0,5.0,4
color (5),m,1,6,train,0.0,3.0,6.0,4
color (4),z,1,6,train,0.0,7.0,4.0,4
color (1),m,1,6,train,0.0,7.0,6.0,4
color (6),z,1,6,train,0.0,11.0,4.0,4
color (2),m,1,6,train,0.0,6.0,5.0,4
color (1),m,1,6,train,0.0,3.0,7.0,4
color (4),z,1,6,train,0.0,5.0,5.0,4
color (3),z,1,6,train,0.0,8.0,6.0,4
color (5),m,1,6,train,0.0,8.0,7.0,4
color (6),z,1,6,train,0.0,6.0,5.0,4
color (3),z,1,6,train,0.0,3.0,7.0,4
color (2),m,1,6,train,0.0,7.0,6.0,4
color (6),z,1,6,train,0.0,3.0,6.0,4
color (1),m,1,6,train,0.0,8.0,8.0,4
color (4),z,1,6,train,0.0,8.0,6.0,4
color (5),m,1,6,train,0.0,7.0,8.0,4
color (2),z,0,6,train,1.0,5.0,7.0,4
color (6),z,1,6,train,0.0,5.0,7.0,4
color (3),z,1,6,train,0.0,8.0,8.0,4
color (1),m,1,6,train,0.0,6.0,9.0,4
color (4),z,1,6,train,0.0,6.0,7.0,4
color (5),m,1,6,train,0.0,6.0,9.0,4
color (3),z,1,6,train,0.0,4.0,9.0,4
color (5),m,1,6,train,0.0,2.0,10.0,4
color (2),m,1,6,train,0.0,13.0,7.0,4
color (6),z,1,6,train,0.0,8.0,8.0,4
color (1),m,1,6,train,0.0,7.0,10.0,4
color (4),z,1,6,train,0.0,7.0,8.0,4
color (5),m,1,6,train,0.0,5.0,11.0,4
color (2),z,0,6,train,1.0,5.0,8.0,4
color (1),m,1,6,train,0.0,4.0,11.0,4
color (4),z,1,6,train,0.0,4.0,9.0,4
color (3),z,1,6,train,0.0,10.0,10.0,4
color (6),z,1,6,train,0.0,8.0,9.0,4
color (5),m,1,6,train,0.0,6.0,12.0,4
color (1),m,1,6,train,0.0,5.0,12.0,4
color (2),m,1,6,train,0.0,12.0,8.0,4
color (4),z,1,6,train,0.0,6.0,10.0,4
color (3),z,1,6,train,0.0,6.0,11.0,4
color (6),z,1,6,train,0.0,6.0,10.0,4
